actions,discount_factor,mc_rewards,next_obs,obs,rewards,terminal_discounts,terminal_obs,terminals
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 14, 8]",False
14,0.95,-0.095,"[18, 14, -1]","[18, -1, -1]",0.0,0.9025,"[18, 14, 8]",False
8,0.95,-0.1,"[18, 14, 8]","[18, 14, -1]",-0.1,0.95,"[18, 14, 8]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 12, 8]",False
12,0.95,-0.095,"[13, 12, -1]","[13, -1, -1]",0.0,0.9025,"[13, 12, 8]",False
8,0.95,-0.1,"[13, 12, 8]","[13, 12, -1]",-0.1,0.95,"[13, 12, 8]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 20, 8]",False
20,0.95,-0.095,"[2, 20, -1]","[2, -1, -1]",0.0,0.9025,"[2, 20, 8]",False
8,0.95,-0.1,"[2, 20, 8]","[2, 20, -1]",-0.1,0.95,"[2, 20, 8]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 4, 11]",False
4,0.95,-0.095,"[3, 4, -1]","[3, -1, -1]",0.0,0.9025,"[3, 4, 11]",False
11,0.95,-0.1,"[3, 4, 11]","[3, 4, -1]",-0.1,0.95,"[3, 4, 11]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 18, 15]",False
18,0.95,-0.095,"[18, 18, -1]","[18, -1, -1]",0.0,0.9025,"[18, 18, 15]",False
15,0.95,-0.1,"[18, 18, 15]","[18, 18, -1]",-0.1,0.95,"[18, 18, 15]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 11, 10]",False
11,0.95,-0.095,"[0, 11, -1]","[0, -1, -1]",0.0,0.9025,"[0, 11, 10]",False
10,0.95,-0.1,"[0, 11, 10]","[0, 11, -1]",-0.1,0.95,"[0, 11, 10]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 6, 14]",False
6,0.95,-0.095,"[0, 6, -1]","[0, -1, -1]",0.0,0.9025,"[0, 6, 14]",False
14,0.95,-0.1,"[0, 6, 14]","[0, 6, -1]",-0.1,0.95,"[0, 6, 14]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 13, 2]",False
13,0.95,-0.095,"[2, 13, -1]","[2, -1, -1]",0.0,0.9025,"[2, 13, 2]",False
2,0.95,-0.1,"[2, 13, 2]","[2, 13, -1]",-0.1,0.95,"[2, 13, 2]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 6, 21]",False
6,0.95,-0.095,"[0, 6, -1]","[0, -1, -1]",0.0,0.9025,"[0, 6, 21]",False
21,0.95,-0.1,"[0, 6, 21]","[0, 6, -1]",-0.1,0.95,"[0, 6, 21]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 22, 8]",False
22,0.95,-0.095,"[18, 22, -1]","[18, -1, -1]",0.0,0.9025,"[18, 22, 8]",False
8,0.95,-0.1,"[18, 22, 8]","[18, 22, -1]",-0.1,0.95,"[18, 22, 8]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 12, 10]",False
12,0.95,-0.095,"[1, 12, -1]","[1, -1, -1]",0.0,0.9025,"[1, 12, 10]",False
10,0.95,-0.1,"[1, 12, 10]","[1, 12, -1]",-0.1,0.95,"[1, 12, 10]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 13]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 13]",False
13,0.95,-0.1,"[18, 0, 13]","[18, 0, -1]",-0.1,0.95,"[18, 0, 13]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 6, 14]",False
6,0.95,-0.095,"[2, 6, -1]","[2, -1, -1]",0.0,0.9025,"[2, 6, 14]",False
14,0.95,-0.1,"[2, 6, 14]","[2, 6, -1]",-0.1,0.95,"[2, 6, 14]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 4, 9]",False
4,0.95,-0.095,"[10, 4, -1]","[10, -1, -1]",0.0,0.9025,"[10, 4, 9]",False
9,0.95,-0.1,"[10, 4, 9]","[10, 4, -1]",-0.1,0.95,"[10, 4, 9]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 14, 23]",False
14,0.95,-0.095,"[9, 14, -1]","[9, -1, -1]",0.0,0.9025,"[9, 14, 23]",False
23,0.95,-0.1,"[9, 14, 23]","[9, 14, -1]",-0.1,0.95,"[9, 14, 23]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 17, 6]",False
17,0.95,-0.095,"[22, 17, -1]","[22, -1, -1]",0.0,0.9025,"[22, 17, 6]",False
6,0.95,-0.1,"[22, 17, 6]","[22, 17, -1]",-0.1,0.95,"[22, 17, 6]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 7, 4]",False
7,0.95,-0.095,"[15, 7, -1]","[15, -1, -1]",0.0,0.9025,"[15, 7, 4]",False
4,0.95,-0.1,"[15, 7, 4]","[15, 7, -1]",-0.1,0.95,"[15, 7, 4]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 0, 23]",False
0,0.95,-0.095,"[18, 0, -1]","[18, -1, -1]",0.0,0.9025,"[18, 0, 23]",False
23,0.95,-0.1,"[18, 0, 23]","[18, 0, -1]",-0.1,0.95,"[18, 0, 23]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 8, 13]",False
8,0.95,-0.095,"[9, 8, -1]","[9, -1, -1]",0.0,0.9025,"[9, 8, 13]",False
13,0.95,-0.1,"[9, 8, 13]","[9, 8, -1]",-0.1,0.95,"[9, 8, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 15]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 15]",False
15,0.95,-0.1,"[19, 14, 15]","[19, 14, -1]",-0.1,0.95,"[19, 14, 15]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 13, 2]",False
13,0.95,-0.095,"[0, 13, -1]","[0, -1, -1]",0.0,0.9025,"[0, 13, 2]",False
2,0.95,-0.1,"[0, 13, 2]","[0, 13, -1]",-0.1,0.95,"[0, 13, 2]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 13]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 13]",False
13,0.95,-0.1,"[17, 8, 13]","[17, 8, -1]",-0.1,0.95,"[17, 8, 13]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 1, 12]",False
1,0.95,-0.095,"[0, 1, -1]","[0, -1, -1]",0.0,0.9025,"[0, 1, 12]",False
12,0.95,-0.1,"[0, 1, 12]","[0, 1, -1]",-0.1,0.95,"[0, 1, 12]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 1, 0]",False
1,0.95,-0.095,"[0, 1, -1]","[0, -1, -1]",0.0,0.9025,"[0, 1, 0]",False
0,0.95,-0.1,"[0, 1, 0]","[0, 1, -1]",-0.1,0.95,"[0, 1, 0]",True
22,0.95,-0.09025,"[22, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[22, 14, 11]",False
14,0.95,-0.095,"[22, 14, -1]","[22, -1, -1]",0.0,0.9025,"[22, 14, 11]",False
11,0.95,-0.1,"[22, 14, 11]","[22, 14, -1]",-0.1,0.95,"[22, 14, 11]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 4, 19]",False
4,0.95,-0.095,"[5, 4, -1]","[5, -1, -1]",0.0,0.9025,"[5, 4, 19]",False
19,0.95,-0.1,"[5, 4, 19]","[5, 4, -1]",-0.1,0.95,"[5, 4, 19]",True
14,0.95,-0.09025,"[14, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[14, 2, 2]",False
2,0.95,-0.095,"[14, 2, -1]","[14, -1, -1]",0.0,0.9025,"[14, 2, 2]",False
2,0.95,-0.1,"[14, 2, 2]","[14, 2, -1]",-0.1,0.95,"[14, 2, 2]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 19]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 19]",False
19,0.95,-0.1,"[1, 14, 19]","[1, 14, -1]",-0.1,0.95,"[1, 14, 19]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 0, 3]",False
0,0.95,-0.095,"[4, 0, -1]","[4, -1, -1]",0.0,0.9025,"[4, 0, 3]",False
3,0.95,-0.1,"[4, 0, 3]","[4, 0, -1]",-0.1,0.95,"[4, 0, 3]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 8, 15]",False
8,0.95,-0.095,"[23, 8, -1]","[23, -1, -1]",0.0,0.9025,"[23, 8, 15]",False
15,0.95,-0.1,"[23, 8, 15]","[23, 8, -1]",-0.1,0.95,"[23, 8, 15]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 7, 4]",False
7,0.95,-0.095,"[13, 7, -1]","[13, -1, -1]",0.0,0.9025,"[13, 7, 4]",False
4,0.95,-0.1,"[13, 7, 4]","[13, 7, -1]",-0.1,0.95,"[13, 7, 4]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 14, 20]",False
14,0.95,-0.095,"[1, 14, -1]","[1, -1, -1]",0.0,0.9025,"[1, 14, 20]",False
20,0.95,-0.1,"[1, 14, 20]","[1, 14, -1]",-0.1,0.95,"[1, 14, 20]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 12, 0]",False
12,0.95,-0.095,"[13, 12, -1]","[13, -1, -1]",0.0,0.9025,"[13, 12, 0]",False
0,0.95,-0.1,"[13, 12, 0]","[13, 12, -1]",-0.1,0.95,"[13, 12, 0]",True
23,0.95,-0.09025,"[23, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[23, 21, 4]",False
21,0.95,-0.095,"[23, 21, -1]","[23, -1, -1]",0.0,0.9025,"[23, 21, 4]",False
4,0.95,-0.1,"[23, 21, 4]","[23, 21, -1]",-0.1,0.95,"[23, 21, 4]",True
24,0.95,-0.09025,"[24, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[24, 8, 12]",False
8,0.95,-0.095,"[24, 8, -1]","[24, -1, -1]",0.0,0.9025,"[24, 8, 12]",False
12,0.95,-0.1,"[24, 8, 12]","[24, 8, -1]",-0.1,0.95,"[24, 8, 12]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 19, 13]",False
19,0.95,-0.095,"[17, 19, -1]","[17, -1, -1]",0.0,0.9025,"[17, 19, 13]",False
13,0.95,-0.1,"[17, 19, 13]","[17, 19, -1]",-0.1,0.95,"[17, 19, 13]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 7, 20]",False
7,0.95,-0.095,"[2, 7, -1]","[2, -1, -1]",0.0,0.9025,"[2, 7, 20]",False
20,0.95,-0.1,"[2, 7, 20]","[2, 7, -1]",-0.1,0.95,"[2, 7, 20]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 8, 8]",False
8,0.95,-0.095,"[4, 8, -1]","[4, -1, -1]",0.0,0.9025,"[4, 8, 8]",False
8,0.95,-0.1,"[4, 8, 8]","[4, 8, -1]",-0.1,0.95,"[4, 8, 8]",True
8,0.95,-0.09025,"[8, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[8, 14, 24]",False
14,0.95,-0.095,"[8, 14, -1]","[8, -1, -1]",0.0,0.9025,"[8, 14, 24]",False
24,0.95,-0.1,"[8, 14, 24]","[8, 14, -1]",-0.1,0.95,"[8, 14, 24]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 1, 2]",False
1,0.95,-0.095,"[4, 1, -1]","[4, -1, -1]",0.0,0.9025,"[4, 1, 2]",False
2,0.95,-0.1,"[4, 1, 2]","[4, 1, -1]",-0.1,0.95,"[4, 1, 2]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 7]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 7]",False
7,0.95,-0.1,"[19, 14, 7]","[19, 14, -1]",-0.1,0.95,"[19, 14, 7]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 20, 19]",False
20,0.95,-0.095,"[18, 20, -1]","[18, -1, -1]",0.0,0.9025,"[18, 20, 19]",False
19,0.95,-0.1,"[18, 20, 19]","[18, 20, -1]",-0.1,0.95,"[18, 20, 19]",True
20,0.95,-0.09025,"[20, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[20, 11, 15]",False
11,0.95,-0.095,"[20, 11, -1]","[20, -1, -1]",0.0,0.9025,"[20, 11, 15]",False
15,0.95,-0.1,"[20, 11, 15]","[20, 11, -1]",-0.1,0.95,"[20, 11, 15]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 14, 19]",False
14,0.95,-0.095,"[9, 14, -1]","[9, -1, -1]",0.0,0.9025,"[9, 14, 19]",False
19,0.95,-0.1,"[9, 14, 19]","[9, 14, -1]",-0.1,0.95,"[9, 14, 19]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 14, 4]",False
14,0.95,-0.095,"[17, 14, -1]","[17, -1, -1]",0.0,0.9025,"[17, 14, 4]",False
4,0.95,-0.1,"[17, 14, 4]","[17, 14, -1]",-0.1,0.95,"[17, 14, 4]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 24, 23]",False
24,0.95,-0.095,"[11, 24, -1]","[11, -1, -1]",0.0,0.9025,"[11, 24, 23]",False
23,0.95,-0.1,"[11, 24, 23]","[11, 24, -1]",-0.1,0.95,"[11, 24, 23]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 2, 0]",False
2,0.95,-0.095,"[0, 2, -1]","[0, -1, -1]",0.0,0.9025,"[0, 2, 0]",False
0,0.95,-0.1,"[0, 2, 0]","[0, 2, -1]",-0.1,0.95,"[0, 2, 0]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 17, 4]",False
17,0.95,-0.095,"[15, 17, -1]","[15, -1, -1]",0.0,0.9025,"[15, 17, 4]",False
4,0.95,-0.1,"[15, 17, 4]","[15, 17, -1]",-0.1,0.95,"[15, 17, 4]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 19, 15]",False
19,0.95,-0.095,"[11, 19, -1]","[11, -1, -1]",0.0,0.9025,"[11, 19, 15]",False
15,0.95,-0.1,"[11, 19, 15]","[11, 19, -1]",-0.1,0.95,"[11, 19, 15]",True
11,0.95,-0.09025,"[11, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[11, 8, 11]",False
8,0.95,-0.095,"[11, 8, -1]","[11, -1, -1]",0.0,0.9025,"[11, 8, 11]",False
11,0.95,-0.1,"[11, 8, 11]","[11, 8, -1]",-0.1,0.95,"[11, 8, 11]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 8, 13]",False
8,0.95,-0.095,"[5, 8, -1]","[5, -1, -1]",0.0,0.9025,"[5, 8, 13]",False
13,0.95,-0.1,"[5, 8, 13]","[5, 8, -1]",-0.1,0.95,"[5, 8, 13]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 14, 19]",False
14,0.95,-0.095,"[19, 14, -1]","[19, -1, -1]",0.0,0.9025,"[19, 14, 19]",False
19,0.95,-0.1,"[19, 14, 19]","[19, 14, -1]",-0.1,0.95,"[19, 14, 19]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 11, 0]",False
11,0.95,-0.095,"[2, 11, -1]","[2, -1, -1]",0.0,0.9025,"[2, 11, 0]",False
0,0.95,-0.1,"[2, 11, 0]","[2, 11, -1]",-0.1,0.95,"[2, 11, 0]",True
4,0.95,-0.09025,"[4, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[4, 15, 21]",False
15,0.95,-0.095,"[4, 15, -1]","[4, -1, -1]",0.0,0.9025,"[4, 15, 21]",False
21,0.95,-0.1,"[4, 15, 21]","[4, 15, -1]",-0.1,0.95,"[4, 15, 21]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 8, 17]",False
8,0.95,-0.095,"[1, 8, -1]","[1, -1, -1]",0.0,0.9025,"[1, 8, 17]",False
17,0.95,-0.1,"[1, 8, 17]","[1, 8, -1]",-0.1,0.95,"[1, 8, 17]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 8, 15]",False
8,0.95,-0.095,"[3, 8, -1]","[3, -1, -1]",0.0,0.9025,"[3, 8, 15]",False
15,0.95,-0.1,"[3, 8, 15]","[3, 8, -1]",-0.1,0.95,"[3, 8, 15]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 2, 4]",False
2,0.95,-0.095,"[13, 2, -1]","[13, -1, -1]",0.0,0.9025,"[13, 2, 4]",False
4,0.95,-0.1,"[13, 2, 4]","[13, 2, -1]",-0.1,0.95,"[13, 2, 4]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 0]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 0]",False
0,0.95,-0.1,"[17, 8, 0]","[17, 8, -1]",-0.1,0.95,"[17, 8, 0]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 19]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 19]",False
19,0.95,-0.1,"[17, 0, 19]","[17, 0, -1]",-0.1,0.95,"[17, 0, 19]",True
3,0.95,-0.09025,"[3, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[3, 21, 4]",False
21,0.95,-0.095,"[3, 21, -1]","[3, -1, -1]",0.0,0.9025,"[3, 21, 4]",False
4,0.95,-0.1,"[3, 21, 4]","[3, 21, -1]",-0.1,0.95,"[3, 21, 4]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 0, 8]",False
0,0.95,-0.095,"[6, 0, -1]","[6, -1, -1]",0.0,0.9025,"[6, 0, 8]",False
8,0.95,-0.1,"[6, 0, 8]","[6, 0, -1]",-0.1,0.95,"[6, 0, 8]",True
19,0.95,-0.09025,"[19, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[19, 24, 4]",False
24,0.95,-0.095,"[19, 24, -1]","[19, -1, -1]",0.0,0.9025,"[19, 24, 4]",False
4,0.95,-0.1,"[19, 24, 4]","[19, 24, -1]",-0.1,0.95,"[19, 24, 4]",True
9,0.95,-0.09025,"[9, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[9, 14, 23]",False
14,0.95,-0.095,"[9, 14, -1]","[9, -1, -1]",0.0,0.9025,"[9, 14, 23]",False
23,0.95,-0.1,"[9, 14, 23]","[9, 14, -1]",-0.1,0.95,"[9, 14, 23]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 5, 8]",False
5,0.95,-0.095,"[12, 5, -1]","[12, -1, -1]",0.0,0.9025,"[12, 5, 8]",False
8,0.95,-0.1,"[12, 5, 8]","[12, 5, -1]",-0.1,0.95,"[12, 5, 8]",True
15,0.95,-0.09025,"[15, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[15, 0, 15]",False
0,0.95,-0.095,"[15, 0, -1]","[15, -1, -1]",0.0,0.9025,"[15, 0, 15]",False
15,0.95,-0.1,"[15, 0, 15]","[15, 0, -1]",-0.1,0.95,"[15, 0, 15]",True
7,0.95,0.095,"[7, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[7, 20, 1]",False
20,0.95,0.1,"[7, 20, -1]","[7, -1, -1]",0.1,0.9025,"[7, 20, 1]",False
1,0.95,0.0,"[7, 20, 1]","[7, 20, -1]",0.0,0.95,"[7, 20, 1]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 8, 13]",False
8,0.95,-0.095,"[12, 8, -1]","[12, -1, -1]",0.0,0.9025,"[12, 8, 13]",False
13,0.95,-0.1,"[12, 8, 13]","[12, 8, -1]",-0.1,0.95,"[12, 8, 13]",True
0,0.95,-0.09025,"[0, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[0, 14, 14]",False
14,0.95,-0.095,"[0, 14, -1]","[0, -1, -1]",0.0,0.9025,"[0, 14, 14]",False
14,0.95,-0.1,"[0, 14, 14]","[0, 14, -1]",-0.1,0.95,"[0, 14, 14]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 8, 13]",False
8,0.95,-0.095,"[12, 8, -1]","[12, -1, -1]",0.0,0.9025,"[12, 8, 13]",False
13,0.95,-0.1,"[12, 8, 13]","[12, 8, -1]",-0.1,0.95,"[12, 8, 13]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 4, 21]",False
4,0.95,-0.095,"[18, 4, -1]","[18, -1, -1]",0.0,0.9025,"[18, 4, 21]",False
21,0.95,-0.1,"[18, 4, 21]","[18, 4, -1]",-0.1,0.95,"[18, 4, 21]",True
10,0.95,-0.09025,"[10, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[10, 0, 2]",False
0,0.95,-0.095,"[10, 0, -1]","[10, -1, -1]",0.0,0.9025,"[10, 0, 2]",False
2,0.95,-0.1,"[10, 0, 2]","[10, 0, -1]",-0.1,0.95,"[10, 0, 2]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 17, 13]",False
17,0.95,-0.095,"[6, 17, -1]","[6, -1, -1]",0.0,0.9025,"[6, 17, 13]",False
13,0.95,-0.1,"[6, 17, 13]","[6, 17, -1]",-0.1,0.95,"[6, 17, 13]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 8, 11]",False
8,0.95,-0.095,"[17, 8, -1]","[17, -1, -1]",0.0,0.9025,"[17, 8, 11]",False
11,0.95,-0.1,"[17, 8, 11]","[17, 8, -1]",-0.1,0.95,"[17, 8, 11]",True
2,0.95,-0.09025,"[2, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[2, 6, 8]",False
6,0.95,-0.095,"[2, 6, -1]","[2, -1, -1]",0.0,0.9025,"[2, 6, 8]",False
8,0.95,-0.1,"[2, 6, 8]","[2, 6, -1]",-0.1,0.95,"[2, 6, 8]",True
1,0.95,-0.09025,"[1, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[1, 2, 8]",False
2,0.95,-0.095,"[1, 2, -1]","[1, -1, -1]",0.0,0.9025,"[1, 2, 8]",False
8,0.95,-0.1,"[1, 2, 8]","[1, 2, -1]",-0.1,0.95,"[1, 2, 8]",True
16,0.95,-0.09025,"[16, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[16, 20, 23]",False
20,0.95,-0.095,"[16, 20, -1]","[16, -1, -1]",0.0,0.9025,"[16, 20, 23]",False
23,0.95,-0.1,"[16, 20, 23]","[16, 20, -1]",-0.1,0.95,"[16, 20, 23]",True
13,0.95,-0.09025,"[13, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[13, 8, 13]",False
8,0.95,-0.095,"[13, 8, -1]","[13, -1, -1]",0.0,0.9025,"[13, 8, 13]",False
13,0.95,-0.1,"[13, 8, 13]","[13, 8, -1]",-0.1,0.95,"[13, 8, 13]",True
17,0.95,-0.09025,"[17, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[17, 0, 12]",False
0,0.95,-0.095,"[17, 0, -1]","[17, -1, -1]",0.0,0.9025,"[17, 0, 12]",False
12,0.95,-0.1,"[17, 0, 12]","[17, 0, -1]",-0.1,0.95,"[17, 0, 12]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 8, 12]",False
8,0.95,-0.095,"[18, 8, -1]","[18, -1, -1]",0.0,0.9025,"[18, 8, 12]",False
12,0.95,-0.1,"[18, 8, 12]","[18, 8, -1]",-0.1,0.95,"[18, 8, 12]",True
12,0.95,-0.09025,"[12, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[12, 0, 11]",False
0,0.95,-0.095,"[12, 0, -1]","[12, -1, -1]",0.0,0.9025,"[12, 0, 11]",False
11,0.95,-0.1,"[12, 0, 11]","[12, 0, -1]",-0.1,0.95,"[12, 0, 11]",True
6,0.95,-0.09025,"[6, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[6, 0, 1]",False
0,0.95,-0.095,"[6, 0, -1]","[6, -1, -1]",0.0,0.9025,"[6, 0, 1]",False
1,0.95,-0.1,"[6, 0, 1]","[6, 0, -1]",-0.1,0.95,"[6, 0, 1]",True
18,0.95,-0.09025,"[18, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[18, 4, 13]",False
4,0.95,-0.095,"[18, 4, -1]","[18, -1, -1]",0.0,0.9025,"[18, 4, 13]",False
13,0.95,-0.1,"[18, 4, 13]","[18, 4, -1]",-0.1,0.95,"[18, 4, 13]",True
5,0.95,-0.09025,"[5, -1, -1]","[-1, -1, -1]",0.0,0.8573749999999999,"[5, 23, 4]",False
23,0.95,-0.095,"[5, 23, -1]","[5, -1, -1]",0.0,0.9025,"[5, 23, 4]",False
4,0.95,-0.1,"[5, 23, 4]","[5, 23, -1]",-0.1,0.95,"[5, 23, 4]",True
